name,type,confidence,n_entries,spelling_variants,index_letters,example_entry
Robert Vmfreuel,person,0.97,2,Robert Vmfreuel,R,Robert Vmfreuel. knight Vyce Admyrall. pag. 1156. co. 2. lin. 7. mend Market. pag. 1156. co. 2. lin. 25.
Robert Welles,person,0.97,1,Robert Welles,R,Robert Welles knight. pag. 1321. co. 2. lin. 49. taken and beheaded. pag. 1322. co. 1. lin. 34.
Robert Whitingham,person,0.97,1,Robert Whitingham,R,Robert Whitingham knight slain. pa. 1339. co. 2. li. 56
Robert Willoughby,person,0.97,1,Robert Willoughby,R,Robert Willoughby knight. pag. 1402. co. 2. lin. 21.
Robert Winchelsey,person,0.97,1,Robert Winchelsey,W,Robert Winchelsey made Archbishop of Canterburie. 806.13. a. his obstinacie against the King. 822. 20. b. accused to the Pope 841.28. b. dyeth. 852.43. a
Roberte Vfforde,person,0.97,1,Roberte Vfforde,V,Roberte Vfforde created Earle of Suffolke. 900.13. b
Robertes,person,0.94,1,Robertes,R,Robertes gentlenes wynneth the peoples heartes. 339.9.
Roberts,person,0.95,2,Roberts,R,Roberts vndiscreete liberalitie mislyked of his subiects. 344.1.
Roch Guion,uncertain,0.45,1,Roch Guion,R,Roch Guion yeelded to the English. pag. 1198. col. 2. lin. 39.
Roch Laberie castle,uncertain,0.45,1,Roch Laberie castle,R,Roch Laberie castle deliuered to king Henry the second. 410.6.
Rochel,place,0.8,1,Rochel,R,Rochel won from the English men. 626.23.
Roches Peter Byshoppe of Winchester,person,0.97,1,Roches Peter Byshoppe of Winchester,R,Roches Peter Byshoppe of Winchester dieth. 654.11. his worthy commendation. 654.14.
Roches William,person,0.97,1,Roches William,R,Roches William. 560.13.
Rochester,place,0.94,4,Rochester,R,Rochester besieged by the Danes. 215.47.
Rochester Bridge,place,0.97,1,Rochester Bridge,R,Rochester Bridge buylded. pag. 1152. co. 2. lin. 47.
Rochester Castle,place,0.9,5,Rochester Castle,R,Rochester Castle fortified by bishop Odo. 318.44.
Rochester Churche,place,0.87,1,Rochester Churche,R,"Rochester Churche aduanced from foure secular Clerkes, to fiftie Monkes. 320.65."
Rochfort,person,0.82,1,Rochfort,R,Rochfort Lord Rochfort executed. 1561.8.
Rochfort fortresse,place,0.79,1,Rochfort fortresse,R,Rochfort fortresse delyuered to the Englishmen. 399.62.
Rockesborough,uncertain,0.45,1,Rockesborough,R,Rockesborough fortifyed by the Duke of Somerset. 1631.20.
Rockesburgh,place,0.89,1,Rockesburgh,R,Rockesburgh brent by the Scottes. 1010.40. a.
Rockingham Castle,place,0.95,1,Rockingham Castle,R,Rockingham Castle. 331 43.
Rockingham in Rutlandshyre,place,0.8,1,Rockingham in Rutlandshyre,R,Rockingham in Rutlandshyre. 331.42.
Roderike,person,0.8,4,Roderike,R,"Roderike King of Vlnester, ouerthrowen in the field. 448.13."
Roe Thomas,person,0.97,1,Roe Thomas,R,Roe Thomas maketh a newe place of Buriall. 1839.51.
Roger,person,0.97,17,Roger,CMR,Roger Clifford knight executed. pag. 1405. co. 2. lin. 4.
Roger Archedeacon of Canterbury,person,0.97,1,Roger Archedeacon of Canterbury,R,"Roger Archedeacon of Canterbury, consecrated Archbyshop of Yorke. 393."
Roger Byshoppe of Salisburie,person,0.97,2,Roger Byshoppe of Salisburie,R,Roger Byshoppe of Salisburie his first begynning and rising to estimation. 372.18.
Roger Byshoppe of Worceter,person,0.97,1,Roger Byshoppe of Worceter,R,Roger Byshoppe of Worceter. 421.78.
Roger Bullingbrok,person,0.97,1,Roger Bullingbrok,R,Roger Bullingbrok necromancer. pag. 1268. co. 1. lin. 57. co. 2. lin. 10.
Roger Chancellour,person,0.97,1,Roger Chancellour,R,"Roger Chancellour to king Henry the first, consecrated byshop of Salisburie. <?>47.10."
Roger Claringdon,person,0.97,1,Roger Claringdon,R,Roger Claringdon knight executed. pag. 1134. col. 1. lin. 54.
Roger Vaughan,person,0.97,1,Roger Vaughan,R,Roger Vaughan beheaded. pag. 1345. co. 1. lin. 1.
Roges,uncertain,0.45,1,Roges,R,Roges appoynted to be burnt thorough the eare. 1862.2.
Rokesburgh,uncertain,0.45,1,Rokesburgh,R,Rokesburgh yeelded to the English men. 820.42. b
Rollo,person,0.85,8,Rollo,R,Rollo King. 559.47.
Rollo Christined,person,0.78,1,Rollo Christined,R,"Rollo Christined, and called Robert. 288.86."
Romane,group,0.85,6,Romane,R,"Romane Empire inuaded on eche syde, by the Barbarous Nations. 103.65."
Romanes,group,0.85,20,Romanes,R,Romanes vanquished by K. Arthur about Paris. 133 67.
Romanus,person,0.41,2,Romanus,R,Romanus ordeyned Byshoppe of Rochester. 158.80.
Rome,place,0.79,4,Rome,R,Rome buylded. 21.64.
Rome Scot,place,0.75,1,Rome Scot,R,Rome Scot graunted to the Pope. 195.63.
Ronir,person,0.84,1,Ronir,R,"Ronir or Rowen, daughter to Hengist. 112.73."
Roscarocke Nicholas,person,0.97,1,Roscarocke Nicholas,R,Roscarocke Nicholas. 235.78.
Rosse,person,0.79,1,Rosse,R,Rosse Lord Rosse his roade into Scotland. 1522.41.
Rotheram Thomas,person,0.97,1,Rotheram Thomas,R,"Rotheram Thomas Archbyshop of Yorke, dyeth. 1455.37."
Rothes William,person,0.97,1,Rothes William,R,Rothes William general to Arthur of Britayne. 547.14.
Rotrode,person,0.97,1,Rotrode,R,"Rotrode, Archbyshop of Rouen, crowneth Henry, son to king Henry the second, Margaret his wyfe. 421.77."
Rouen,place,0.81,3,Rouen,R,Rouen through famyn is surrendred to the French K. 559.33.
Roufe Iohn of Warwike,person,0.97,1,Roufe Iohn of Warwike,R,Roufe Iohn of Warwike cyted. 7.3.
Rouland,person,0.95,1,Rouland,R,"Rouland Lord of Galloway, submitteth himselfe to king Henry the second and is receyued into fauour. 462.58."
Rous Iohn,person,0.97,1,Rous Iohn,R,Rous Iohn cited. 316.50.
Rousse Iohn,person,0.97,1,Rousse Iohn,R,Rousse Iohn. 1462.14.
Rowen,person,0.53,3,Rowen,R,Rowen married to Kyng Vortigernus. 113.94.
Roxborowe Castle,place,0.97,1,Roxborowe Castle,R,Roxborowe Castle besieged. pag. 1302. col. 2. lin. 40.
Roxbourgh castle,place,0.87,1,Roxbourgh castle,R,Roxbourgh castle guaged to the King of England. 439.40.
Rud,person,0.97,2,Rud,R,"Rud, or Ludhurdibras dieth. 19.10."
Rudacus,person,0.8,1,Rudacus,R,"Rudacus, king of Wales. 22 88."
Rufinianus,person,0.8,1,Rufinianus,R,Rufinianus sent into Brytaine. 149.98.
Rufus William,person,0.95,21,Rufus William,R,"Rufus William, inuadeth Wales with an armie, & returneth without any exployt atchieued. 328.48."
Rufus Williams,person,0.97,3,Rufus Williams,R,"Rufus Williams couetousnes, and shameful meanes to get money. 323.107."
Runingsmede,uncertain,0.2,1,Runingsmede,R,"Runingsmede or Rimemede betwixt Stanes & Winsore, wher king Iohn toke peace with his Barons. 590.107."
Russel Iohn,person,0.93,2,Russel Iohn,R,"Russel Iohn knight Controler of his Maiesties houshold, is created Lord Russel. 1572.53."
Rustein,uncertain,0.45,1,Rustein,R,Rustein a ringleader of rebels taken. 729.42.
Ruthal Thomas,person,0.97,1,Ruthal Thomas,R,Ruthal Thomas Doctor one of the kings counsel. 1464 54. named byshop of Durrham. eadem. 22.
Ruthlan Castle,place,0.88,1,Ruthlan Castle,R,Ruthlan Castle builded. 789 6. a. besieged. 790.52. b
Rutlãd castle,place,0.87,1,Rutlãd castle,R,Rutlãd castle builded. 398.2
Sabart,person,0.91,3,Sabart,S,"Sabart Kyng of the East Saxons, receyueth the fayth of Christ. 152.36"
Sabartes,person,0.97,1,Sabartes,S,"Sabartes sonnes slayne, and their army discomfited by the West Saxons. 158 28"
Sabarts,person,0.87,1,Sabarts,S,Sabarts sonnes refuse to be christened. page. 157. line. 89
Sackuill Nigel,person,0.9,1,Sackuill Nigel,S,Sackuill Nigel accursed. 417.26
Sackuille Tho,person,0.97,1,Sackuille Tho,S,"Sackuille Tho. Knyghte, is sent Ambassadour into Fraunce. 1857.21"
Saffron Walden,place,0.88,1,Saffron Walden,S,Saffron Walden in Essex. 255.78
Say,person,0.92,1,Say,S,Say Wil. escapeth from the battaile of Lewes. 770.88
Saint Agnes Churche in Caunterbury,person,0.6,1,Saint Agnes Churche in Caunterbury,S,Saint Agnes Churche in Caunterbury buylded. 158.71
Saint Albanes Monasterie,place,0.76,1,Saint Albanes Monasterie,S,Saint Albanes Monasterie builded. 194.108
Saint Albons Abbey,place,0.81,1,Saint Albons Abbey,S,Saint Albons Abbey spoyled. 380.46
Saint Albons towne,place,0.79,1,Saint Albons towne,S,Saint Albons towne and monasterie builded. 88.17
Saint Amphibolus,uncertain,0.2,1,Saint Amphibolus,S,"Saint Amphibolus bodye founde out, and translated. 450.69"
Saint Andrewes Church,place,0.71,1,Saint Andrewes Church,S,Saint Andrewes Church in the Ile of Andresey builded. 208.18
Saint Andrewes Church in Rochester,place,0.64,1,Saint Andrewes Church in Rochester,S,Saint Andrewes Church in Rochester builded. 150.62
Saint Audrie of Ely,person,0.9,1,Saint Audrie of Ely,S,Saint Audrie of Ely. 185. line. 77
Saint Augustines Monasterie,place,0.94,1,Saint Augustines Monasterie,S,Saint Augustines Monasterie nigh Caunterbury builded. 150.38
Saint Bartholmewes,uncertain,0.45,1,Saint Bartholmewes,S,Saint Bartholmewes by Smithfild founded. 341. line. 52
Saint Cutbert,person,0.65,1,Saint Cutbert,S,Saint Cutbert appeareth to King Alured in a vision. 214.15
Saint Denise in Fraunce,uncertain,0.45,1,Saint Denise in Fraunce,S,Saint Denise in Fraunce rendred to the Englishe. page. 1255. col. 1. line. 39
Saint Edmonde,person,0.97,1,Saint Edmonde,S,"Saint Edmonde fighteth for the wealthe, but not for the slaughter of hys people. 249.80"
Saint Edmondes ditche,person,0.84,1,Saint Edmondes ditche,S,Saint Edmondes ditche. 220.3<?>
Saint Edmondes land,place,0.59,1,Saint Edmondes land,S,Saint Edmondes land in Suffolke spoyled by the Danes. 249.73
Saint Edmondesburie,place,0.61,1,Saint Edmondesburie,S,Saint Edmondesburie in olde time called Eglesdon. 211.37
Saint Edwardes,person,0.95,1,Saint Edwardes,S,Saint Edwardes lawes instituted. 274.96
Saint Edwards,person,0.9,1,Saint Edwards,S,Saint Edwards fair holden at Westminster. 719. line. 60
Saint Fridancus Church,place,0.97,1,Saint Fridancus Church,S,"Saint Fridancus Church in the Ile of Anglesey, made a kennel for hoũds 328.97"
Saint Germain Geoffrey,person,0.97,1,Saint Germain Geoffrey,S,Saint Germain Geoffrey attainted. 1415.49
Saint Iames Manour,person,0.61,1,Saint Iames Manour,I,Saint Iames Manour built. 1557.54.
Saint Iohns,person,0.89,1,Saint Iohns,I,Saint Iohns order put downe 1578.10.
Saint Iohns Churche,person,0.59,1,Saint Iohns Churche,S,Saint Iohns Churche in Chester builded. 277. line. 34.
Saint Leonardes Hospita<?>,person,0.9,1,Saint Leonardes Hospita<?>,S,Saint Leonardes Hospita<?> at Yorke. page. 1319. col. 1. line. 25
Saint Leonards hospital,person,0.66,1,Saint Leonards hospital,S,Saint Leonards hospital in Yorke founded. 334. line. 71
Saint Mary,person,0.79,1,Saint Mary,S,Saint Mary bow Church roofe in Ch<?>pe in London ouerthrowen by a wynde. 322.12
Saint Martins Churche,place,0.73,2,Saint Martins Churche,S,Saint Martins Churche high Ludgate in London builded. 167.49
Saint Martins Sanctuarie,place,0.71,1,Saint Martins Sanctuarie,S,Saint Martins Sanctuarie. page. 1365. col. 2. line 52
Saint Maure William,person,0.97,1,Saint Maure William,S,Saint Maure William. 1450.45
Saint Michaels Abbathy in Normandy,uncertain,0.45,1,Saint Michaels Abbathy in Normandy,S,Saint Michaels Abbathy in Normandy. 321.72
Saint Michaels College in Cambridge,place,0.7,1,Saint Michaels College in Cambridge,S,Saint Michaels College in Cambridge founded. 872.26. a
Saint Oswils,uncertain,0.2,1,Saint Oswils,S,"Saint Oswils bones trãslated from Bardona, to Saint Peters in Gloucester. 222.46"
Saint Oswins Church,place,0.95,1,Saint Oswins Church,S,Saint Oswins Church at Tinmouth. 326.20
Saint Paules Church in London,place,0.65,2,Saint Paules Church in London,S,Saint Paules Church in London burnte to the ground. 314.<?>7
Saint Peters,person,0.32,2,Saint Peters,S,Saint Peters pence to be gathered and kepte. 409.9
Saint Peters Church,place,0.68,1,Saint Peters Church,S,Saint Peters Church at Wer<?>mouth burned by the Scottes. <?>07.7
Saint Peters Churche,place,0.63,1,Saint Peters Churche,S,Saint Peters Churche at Yorke erected. 161.102
Saint Petrokes Abbey in Cornewall,place,0.97,1,Saint Petrokes Abbey in Cornewall,S,Saint Petrokes Abbey in Cornewall spoyled by the Danes. 237.36
Saint Thomas,person,0.86,1,Saint Thomas,S,Saint Thomas in India. 2<?>7.45
Sainte Albanes,person,0.83,1,Sainte Albanes,S,Sainte Albanes bones taken vp and shrined. 194. line. 107
Sainte Albons Abbey,place,0.65,1,Sainte Albons Abbey,S,Sainte Albons Abbey repaired. 32.68
Sainte Aldermes,person,0.97,1,Sainte Aldermes,S,"Sainte Aldermes boones taken vp, and shrined. <?>1. line. 8"
Sainte Andrewes Church in Welles,uncertain,0.45,1,Sainte Andrewes Church in Welles,S,Sainte Andrewes Church in Welles builded. 188. line. 27
Sainte Andrews Abbey,person,0.69,1,Sainte Andrews Abbey,S,Sainte Andrews Abbey. 406.14.
Sainte Clement Danes Church,person,0.72,1,Sainte Clement Danes Church,S,Sainte Clement Danes Church without Temple barte at London. 267. line. 8
Sainte Clere Hugh,person,0.97,1,Sainte Clere Hugh,S,"Sainte Clere Hugh, accursed by the Archbishop Thomas Becket. 409. line. <?>0"
Sainte Dauid,person,0.9,1,Sainte Dauid,S,"Sainte Dauid, called in olde tyme Mineuia, taken. 123.42"
Sainte Edmondes ditche,person,0.88,1,Sainte Edmondes ditche,S,Sainte Edmondes ditche cast. 250.42
Sainte Edmondesburie Abbey,uncertain,0.45,1,Sainte Edmondesburie Abbey,S,Sainte Edmondesburie Abbey buylded. 211.34.
Sainte Edmonds Church,person,0.62,1,Sainte Edmonds Church,S,"Sainte Edmonds Church builded, and Monkes there established. 250. line. 46"
Sainte Ellutus,person,0.8,1,Sainte Ellutus,S,Sainte Ellutus bell in Glamorgan taken away. 233. <?>94
Sainte Friswides,person,0.63,1,Sainte Friswides,S,Sainte Friswides steeple in Oxforde burned. 251. line. 61
Sainte Iohns Hospitall,person,0.7,1,Sainte Iohns Hospitall,S,Sainte Iohns Hospitall nigh Caunterburie builded. 320.64
Sainte Mary Hall,person,0.69,1,Sainte Mary Hall,S,Sainte Mary Hall in Oxforde founded. 8<?>4. line. 47. a
Sainte Marye,person,0.84,1,Sainte Marye,S,Sainte Marye Queries Church burnt. 574.23
Sainte Maurice,person,0.97,1,Sainte Maurice,S,Sainte Maurice bannes lente to King Adelst<?>e for a present. 227.23
Sainte Ordulfes Monasterie,place,0.64,1,Sainte Ordulfes Monasterie,S,Sainte Ordulfes Monasterie at Essingstock burned by the Danes. 241. line. 4.5
Sainte Paules,person,0.68,1,Sainte Paules,S,"Sainte Paules counsell, in winning of all sorts to the faith. 168.1"
Sainte Werbroughes Church,place,0.65,1,Sainte Werbroughes Church,S,Sainte Werbroughes Church in Chester builded. 277.35
Salle Roberte,person,0.97,1,Salle Roberte,S,Salle Roberte Knighte slayne by Rebelles. 1031.50. a
Salerne,person,0.85,1,Salerne,S,Salerne Prince with others commeth to see his Maiestie. 1579.54
Salestine,uncertain,0.2,1,Salestine,S,"Salestine, a Barde. 4.42"
Salike,uncertain,0.2,1,Salike,S,Salike Lawe. page. 1168. col. 2. line. 31
Salisburie,uncertain,0.27,5,Salisburie,S,"Salisburie taken, and rifled by the Danes. 243. line. 61"
Salisburie Iohn,person,0.76,1,Salisburie Iohn,S,"Salisburie Iohn, Chauncellor to Archbishoppe Thomas Becket. 416. line. 24."
Salomon,person,0.91,2,Salomon,S,Salomon King of Hungarie. 259.31
Saltwood,place,0.8,1,Saltwood,S,"Saltwood claymed, to belong perticularly to the seigniorie of the Sea of Caunterburie. 4.01. line. 101"
Samothe,uncertain,0.2,1,Samothe,S,Samothe a subdued by Albion. 5.34
Samothea,uncertain,0.2,1,Samothea,S,"Samothea, the fyrst pecunar name of Britaine. 2.76"
Samothei,uncertain,0.2,1,Samothei,S,"Samothei, a sect of Philosophers, and their originall. 2.69"
Samothes,uncertain,0.33,2,Samothes,S,Samothes founder of the kingdome of Celtica. 1.101. and. 2.46
Sampson,person,0.97,1,Sampson,S,"Sampson, Abbot of S. Edmonsburie. 483.11"
Samson,person,0.72,1,Samson,S,Samson Doctor Bishoppe of Chichester in the premunire. 1578.20. pardoned. 1580.47
Sandiforde,uncertain,0.2,1,Sandiforde,S,Sandiforde. pa. 1299.42
Sands William,person,0.97,1,Sands William,S,"Sands William Knyghte Treasourer of Calaice, his vallor 1521.45"
Sandwich,place,0.97,1,Sandwich,S,Sandwich spoiled by Danish Pirates. 270.26
Sandwiche,place,0.92,1,Sandwiche,S,Sandwiche spoyled by french. 1290. by Io. Dynham. 1298. taken by Lord Fauconbridge. 1298. kept by Bastarde Fauconbridge. 1344.10
Sanison,person,0.91,1,Sanison,S,"Sanison Byshop of Worceters aunswere, concerning the obedience of the Archbyshop of Yorke, to the Archbyshop of Canterburie. 350.18"
Sapcote William,person,0.97,1,Sapcote William,S,Sapcote William of the Countie of Huntington attainted. 1425.47
Sapcots Iohn,person,0.97,1,Sapcots Iohn,S,Sapcots Iohn Knighte. 1450.17
Sarasins,person,0.86,2,Sarasins,S,"Sarasins beheaded by K. Richard the firste at Acres. 501.43. beaten backe and repulsed in a conflicte, by King Richarde the first. 503.40"
Sarron,person,0.43,2,Sarron,S,Sarron buildeth publike places for learning. 3.10
Sarronides,uncertain,0.2,1,Sarronides,S,"Sarronides, a kinde of Philosophers, whence discended. 3.17"
Sauage Iohn,person,0.97,1,Sauage Iohn,S,Sauage Iohn Knyghte slayne. 1440.35
Sauage Tho,person,0.97,1,Sauage Tho,S,Sauage Tho. remoued from the Bishopprike of London to York. 1455.38
Sauage Thomas Archbishoppe of Yorke,person,0.97,1,Sauage Thomas Archbishoppe of Yorke,S,"Sauage Thomas Archbishoppe of Yorke dyeth, his conmendations. 1461.50"
Sauill,person,0.81,1,Sauill,S,Sauill Io. Knight. 4448. line. 50
Saunders George,person,0.97,1,Saunders George,S,"Saunders George murthered, and the historie thereof. 1865.55"
Sauoy,place,0.91,1,Sauoy,S,"Sauoy spoyled, and brent by Rebels. 1026.30. b"
Saxnot,uncertain,0.45,1,Saxnot,S,"Saxnot, predecessor to the Kings of East Saxons. 131.37"
Saxon,group,0.85,2,Saxon,S,Saxon bloud ceasseth to reigne in Englande. 288. line. 6
Saxon schoole,group,0.85,1,Saxon schoole,S,Saxon schoole in Roome repaired. 207.4.5
Saxons,group,0.85,36,Saxons,S,"Saxons being Paganes, extinguishe the Christian Religion in Britain. 118.22"
"Saxons, Scottes",group,0.85,1,"Saxons, Scottes",S,"Saxons, Scottes, and Pictes inuade the Romaine prouince in Britayne. 106.60"
Saxton,place,0.61,1,Saxton,S,Saxton third King of the Ceires. 3.2
Saxton fielde,place,0.97,1,Saxton fielde,S,Saxton fielde. page. 1311. col. 1. line. 52
Scarborrough Castel,place,0.87,1,Scarborrough Castel,S,Scarborrough Castel deliuered to the King 396. line. 27
Scelton Richard,person,0.97,1,Scelton Richard,S,"Scelton Richard a Tayler, counsellor to Perkin Warbecke. 1449.58"
Scena,person,0.9,1,Scena,S,"Scena, son to Androgeus Erle of London. 43.80"
Sceorstan battaile,place,0.95,1,Sceorstan battaile,S,"Sceorstan battaile fought betweene the Englishmen and Danes, wyth equall victorie. 254.41"
Schoole-built,uncertain,0.2,1,Schoole-built,S,Schoole-built by the company of the Merchaunt Taylers. 1814.50
Scholemaster of Paules,person,0.9,1,Scholemaster of Paules,S,Scholemaster of Paules. page. 1375. col. 1. line. 3
Schollers,uncertain,0.2,1,Schollers,S,Schollers of oxforde withdraw to Northampton to studie. 766.67. fight against King Henrye the third. 766.69
Scorastan battaile,place,0.95,1,Scorastan battaile,S,Scorastan battaile fought by the Danes against the Englishmen. 251.87
Scory,person,0.87,1,Scory,S,Scory Doctor Bishop of Hereford. 1803.9
Scot Iohn,group,0.85,1,Scot Iohn,S,Scot Iohn Earle of Chester poysoned to death by his wife. 650.20
Scotte William,group,0.85,1,Scotte William,S,Scotte William. 1447. line. 20
Scottes,group,0.85,30,Scottes,S,Scottes not once named by the auntient Romane writers. 59.36
